Unnamed: 0,Code,Name,Gender,Age,NOC,Country,Discipline,Sport,Event,Rank,Medal
3813,1329251,FERNANDEZ Alvaro,Male,23,ESP,Spain,FBL,Football,Men Team,2.0,Silver
3820,1314319,FERNANDEZ PEREZ Angel,Male,32,ESP,Spain,HBL,Handball,Men Team,3.0,Bronze
3831,1333925,FERRARI Vanessa,Female,30,ITA,Italy,GAR,Artistic Gymnastics,Women's Floor Exercise,2.0,Silver
3835,1320472,FERREIRA Beatriz,Female,28,BRA,Brazil,BOX,Boxing,Women's Light (57-60kg),2.0,Silver
3837,1342151,FERREIRA Italo,Male,27,BRA,Brazil,SRF,Surfing,Men,1.0,Gold
3853,1312456,FIAMINGO Rossella,Female,30,ITA,Italy,FEN,Fencing,Women's Épée Team,3.0,Bronze
3859,1449828,FIEDINA Marta,Female,19,UKR,Ukraine,SWA,Artistic Swimming,Duet Team,3.0,Bronze
3860,1449828,FIEDINA Marta,Female,19,UKR,Ukraine,SWA,Artistic Swimming,Team,3.0,Bronze
3862,1444680,FIELDMAN Henry,Male,32,GBR,Great Britain,ROW,Rowing,Men's Eight Team,3.0,Bronze
3867,1314310,FIGUERAS TREJO Adrian,Male,32,ESP,Spain,HBL,Handball,Men Team,3.0,Bronze
3875,1471415,FILIA Eric,Male,29,USA,United States,BSB,Baseball/Softball,Baseball Team,2.0,Silver
3877,1344174,FILIPOVIC Filip,Male,34,SRB,Serbia,WPO,Water Polo,Men Team,1.0,Gold
3882,1433259,FILMER Caileigh,Female,24,CAN,Canada,ROW,Rowing,Women's Pair Team,3.0,Bronze
3887,1302442,FINKE Robert,Male,21,USA,United States,SWM,Swimming,Men's 800m Freestyle,1.0,Gold
3888,1302442,FINKE Robert,Male,21,USA,United States,SWM,Swimming,Men's 1500m Freestyle,1.0,Gold
3898,1320500,FISCHER Aria,Female,22,USA,United States,WPO,Water Polo,Women Team,1.0,Gold
3899,1320548,FISCHER Makenzie,Female,24,USA,United States,WPO,Water Polo,Women Team,1.0,Gold
3914,1473824,FITZPATRICK Theresa,Female,26,NZL,New Zealand,RUG,Rugby Sevens,Women Team,1.0,Gold
3924,1469406,FLEMING Jessie,Female,23,CAN,Canada,FBL,Football,Women Team,1.0,Gold
3927,1468355,FLETCHER Dylan,Male,33,GBR,Great Britain,SAL,Sailing,Men's Skiff - 49er Team,1.0,Gold
3930,1302275,FLICKINGER Hali,Female,27,USA,United States,SWM,Swimming,Women's 200m Butterfly,3.0,Bronze
3931,1302275,FLICKINGER Hali,Female,27,USA,United States,SWM,Swimming,Women's 400m Individual Medley,3.0,Bronze
3932,1439944,FLIPPES Laura,Female,26,FRA,France,HBL,Handball,Women Team,1.0,Gold
3940,1474574,FLORIJN Karolien,Female,23,NED,Netherlands,ROW,Rowing,Women's Four Team,2.0,Silver
3941,1465731,FLUECKIGER Mathias,Male,32,SUI,Switzerland,MTB,Cycling Mountain Bike,Men's Cross-country,2.0,Silver
3942,1473863,FLUHLER Stacey,Female,25,NZL,New Zealand,RUG,Rugby Sevens,Women Team,1.0,Gold
3956,1331563,FOLLERT Laurits,Male,25,GER,Germany,ROW,Rowing,Men's Eight Team,2.0,Silver
3958,1407739,FOMINA Olga,Female,32,ROC,Russia,HBL,Handball,Women Team,2.0,Silver
3961,1465988,FONSECA Jorge,Male,28,POR,Portugal,JUD,Judo,Men -100 kg,3.0,Bronze
3967,1455584,FONTIJN Nouchka,Female,33,NED,Netherlands,BOX,Boxing,Women's Middle (69-75kg),3.0,Bronze
3970,1439930,FOPPA Pauletta,Female,20,FRA,France,HBL,Handball,Women Team,1.0,Gold
3974,1325912,FORCA ARIZA Judith,Female,25,ESP,Spain,WPO,Water Polo,Women Team,2.0,Silver
3975,1361803,FORCHERIO Maria Emilia,Female,26,ARG,Argentina,HOC,Hockey,Women Team,2.0,Silver
3979,1444682,FORD Tom,Male,28,GBR,Great Britain,ROW,Rowing,Men's Eight Team,3.0,Bronze
3980,1302237,FORDE Brooke,Female,22,USA,United States,SWM,Swimming,Women's 4 x 200m Freestyle Relay Team,2.0,Silver
3984,1283897,FOROUGHI Javad,Male,41,IRI,Iran,SHO,Shooting,10m Air Pistol Men,1.0,Gold
4001,1466626,FOUNTOULIS Ioannis,Male,33,GRE,Greece,WPO,Water Polo,Men Team,2.0,Silver
4002,1337835,FOURNIER Evan,Male,28,FRA,France,BKB,Basketball,Men Team,2.0,Silver
4005,1312829,FOWLES Sylvia,Female,35,USA,United States,BKB,Basketball,Women Team,1.0,Gold
4006,1348917,FOX Jessica,Female,27,AUS,Australia,CSL,Canoe Slalom,Women's Kayak,3.0,Bronze
4007,1348917,FOX Jessica,Female,27,AUS,Australia,CSL,Canoe Slalom,Women's Canoe,1.0,Gold
4010,1343628,FRAFJORD Marit Malm,Female,35,NOR,Norway,HBL,Handball,Women Team,3.0,Bronze
4018,1332167,FRANCH Adrianna,Female,30,USA,United States,FBL,Football,Women Team,3.0,Bronze
4020,1444395,FRANCISCO Juan,Male,34,DOM,Dominican Republic,BSB,Baseball/Softball,Baseball Team,3.0,Bronze
4026,1426188,FRANKLIN Larissa,Female,28,CAN,Canada,BSB,Baseball/Softball,Softball Team,3.0,Bronze
4027,1440112,FRANKLIN Mallory,Female,27,GBR,Great Britain,CSL,Canoe Slalom,Women's Canoe,2.0,Silver
4033,1321083,FRANZISKA Patrick,Male,29,GER,Germany,TTE,Table Tennis,Men's Team,2.0,Silver
4052,1437353,FRASER-PRYCE Shelly-Ann,Female,34,JAM,Jamaica,ATH,Athletics,Women's 100m,2.0,Silver
4054,1437353,FRASER-PRYCE Shelly-Ann,Female,34,JAM,Jamaica,ATH,Athletics,Women's 4 x 100m Relay Team,1.0,Gold
4055,1328929,FRATUS Bruno,Male,32,BRA,Brazil,SWM,Swimming,Men's 50m Freestyle,3.0,Bronze
4058,1460209,FRAZIER Todd,Male,35,USA,United States,BSB,Baseball/Softball,Baseball Team,2.0,Silver
4059,1436076,FREDRICSON Peder,Male,49,SWE,Sweden,EQU,Equestrian,Jumping Team,1.0,Gold
4060,1436076,FREDRICSON Peder,Male,49,SWE,Sweden,EQU,Equestrian,Jumping Individual,2.0,Silver
4064,1465739,FREI Sina,Female,24,SUI,Switzerland,MTB,Cycling Mountain Bike,Women's Cross-country,2.0,Silver
4068,1444331,FRENCH Kate,Female,30,GBR,Great Britain,MPN,Modern Pentathlon,Women's Individual,1.0,Gold
4069,1453148,FRERICHS Courtney,Female,28,USA,United States,ATH,Athletics,Women's 3000m Steeplechase,2.0,Silver
4072,1326870,FREY Johannes,Male,24,GER,Germany,JUD,Judo,Mixed Team,3.0,Bronze
4074,1326860,FREY Karl-Richard,Male,30,GER,Germany,JUD,Judo,Mixed Team,3.0,Bronze
4076,1330472,FRIEDRICH Lea Sophie,Female,21,GER,Germany,CTR,Cycling Track,Women's Team Sprint Team,2.0,Silver
4088,1350382,FRIGO Manuel,Male,24,ITA,Italy,SWM,Swimming,Men's 4 x 100m Freestyle Relay Team,2.0,Silver
4093,1431907,FROLKINA Evgeniia,Female,24,ROC,Russia,BK3,3x3 Basketball,Women Team,2.0,Silver
4094,1431908,FROLKINA Olga,Female,24,ROC,Russia,BK3,3x3 Basketball,Women Team,2.0,Silver
4099,1478360,FRY Charlotte,Female,25,GBR,Great Britain,EQU,Equestrian,Dressage Team,3.0,Bronze
4102,1351476,FUCHS Bruno,Male,22,BRA,Brazil,FBL,Football,Men Team,1.0,Gold
4107,1302080,FUENTES ZAVALA Aremi,Female,28,MEX,Mexico,WLF,Weightlifting,Women's 76kg,3.0,Bronze
4113,1313714,FUJITA Yamato,Female,30,JPN,Japan,BSB,Baseball/Softball,Softball Team,1.0,Gold
4127,1316566,FUMITA Kenichiro,Male,25,JPN,Japan,WRE,Wrestling,Men's Greco-Roman 60kg,2.0,Silver
4130,1333388,FUNK Ricarda,Female,29,GER,Germany,CSL,Canoe Slalom,Women's Kayak,1.0,Gold
4138,1313434,FURUKAWA Takaharu,Male,36,JPN,Japan,ARC,Archery,Men's Individual,3.0,Bronze
4139,1313434,FURUKAWA Takaharu,Male,36,JPN,Japan,ARC,Archery,Men's Team,3.0,Bronze
4152,1467530,GADIROVA Jennifer,Female,16,GBR,Great Britain,GAR,Artistic Gymnastics,Women's Team,3.0,Bronze
4158,1467531,GADIROVA Jessica,Female,16,GBR,Great Britain,GAR,Artistic Gymnastics,Women's Team,3.0,Bronze
4161,1425897,GADZHIMAGOMEDOV Muslim,Male,24,ROC,Russia,BOX,Boxing,Men's Heavy (81-91kg),2.0,Silver
4174,1466627,GALANIDIS Konstantinos,Male,30,GRE,Greece,WPO,Water Polo,Men Team,2.0,Silver
4176,1428767,GALASHINA Anastasiia,Female,24,ROC,Russia,SHO,Shooting,10m Air Rifle Women,2.0,Silver
4202,1352635,GALVEZ Fatima,Female,34,ESP,Spain,SHO,Shooting,Trap Mixed Team,1.0,Gold
4213,1364474,GANGL Edina,Female,31,HUN,Hungary,WPO,Water Polo,Women Team,3.0,Bronze
4215,1284739,GANJZADEH Sajad,Male,29,IRI,Iran,KTE,Karate,Men's Kumite +75kg,1.0,Gold
4219,1346205,GANNA Filippo,Male,25,ITA,Italy,CTR,Cycling Track,Men's Team Pursuit Team,1.0,Gold
4241,1329269,GARCIA Eric,Male,20,ESP,Spain,FBL,Football,Men Team,2.0,Silver
4244,1325913,GARCIA GODOY Maica,Female,30,ESP,Spain,WPO,Water Polo,Women Team,2.0,Silver
4248,1896475,GARCIA Junior,Male,25,DOM,Dominican Republic,BSB,Baseball/Softball,Baseball Team,3.0,Bronze
4255,1310096,GARCIA Rachel,Female,24,USA,United States,BSB,Baseball/Softball,Softball Team,2.0,Silver
4256,1594387,GARCIA ROBLEDO Antonio,Male,37,ESP,Spain,HBL,Handball,Men Team,3.0,Bronze
4261,1364476,GARDA Krisztina,Female,27,HUN,Hungary,WPO,Water Polo,Women Team,3.0,Bronze
4262,1451068,GARDINER Steven,Male,25,BAH,Bahamas,ATH,Athletics,Men's 400m,1.0,Gold
4263,1453323,GARDNER English,Female,29,USA,United States,ATH,Athletics,Women's 4 x 100m Relay Team,2.0,Silver
4268,1429320,GARNBRET Janja,Female,22,SLO,Slovenia,CLB,Sport Climbing,Women's Combined,1.0,Gold
4269,1398516,GAROZZO Daniele,Male,29,ITA,Italy,FEN,Fencing,Men's Foil Individual,2.0,Silver
4274,1469862,GARSIDE Harry,Male,24,AUS,Australia,BOX,Boxing,Men's Light (57-63kg),3.0,Bronze
4305,1321950,GAZOZ Mete,Male,22,TUR,Turkey,ARC,Archery,Men's Individual,1.0,Gold
4308,1323717,GBAGBI Ruth,Female,27,CIV,Ivory Coast,TKW,Taekwondo,Women -67kg,3.0,Bronze
4328,1343524,GEMESI Csanad,Male,34,HUN,Hungary,FEN,Fencing,Men's Sabre Team,3.0,Bronze
4330,1336421,GENDA Sosuke,Male,28,JPN,Japan,BSB,Baseball/Softball,Baseball Team,1.0,Gold
4333,1450846,GENEST Lauriane,Female,23,CAN,Canada,CTR,Cycling Track,Women's Keirin,3.0,Bronze
4334,1466628,GENIDOUNIAS Konstantinos,Male,28,GRE,Greece,WPO,Water Polo,Men Team,2.0,Silver
4341,1350419,GENTY Yann,Male,39,FRA,France,HBL,Handball,Men Team,1.0,Gold
4350,1444684,GEORGE Tom,Male,26,GBR,Great Britain,ROW,Rowing,Men's Eight Team,3.0,Bronze
4351,1428419,GEORGIEVSKI Dejan,Male,22,MKD,North Macedonia,TKW,Taekwondo,Men +80kg,2.0,Silver
4360,1288232,GERAEI Mohammadreza,Male,25,IRI,Iran,WRE,Wrestling,Men's Greco-Roman 67kg,1.0,Gold
4362,1350420,GERARD Vincent,Male,34,FRA,France,HBL,Handball,Men Team,1.0,Gold
4374,1358236,GERMADE Rodrigo,Male,30,ESP,Spain,CSP,Canoe Sprint,Men's Kayak Four 500m Team,2.0,Silver
4382,1337208,GEZAHEGNE Kalkidan,Female,30,BRN,Bahrain,ATH,Athletics,"Women's 10,000m",2.0,Silver
4409,1352037,GIDEY Letesenbet,Female,23,ETH,Ethiopia,ATH,Athletics,"Women's 10,000m",3.0,Bronze
4410,1367062,GIDSEL Mathias,Male,22,DEN,Denmark,HBL,Handball,Men Team,2.0,Silver
4420,1329209,GIL Bryan,Male,20,ESP,Spain,FBL,Football,Men Team,2.0,Silver
4425,1402148,GIL Oscar,Male,23,ESP,Spain,FBL,Football,Men Team,2.0,Silver
4428,1426189,GILBERT Jen,Female,29,CAN,Canada,BSB,Baseball/Softball,Softball Team,3.0,Bronze
4429,1320540,GILCHRIST Kaleigh,Female,29,USA,United States,WPO,Water Polo,Women Team,1.0,Gold
4430,1440150,GILES Chelsie,Female,24,GBR,Great Britain,JUD,Judo,Women -52 kg,3.0,Bronze
4436,1469409,GILLES Vanessa,Female,25,CAN,Canada,FBL,Football,Women Team,1.0,Gold
4438,1348078,GILMAN Thomas Patrick,Male,27,USA,United States,WRE,Wrestling,Men's Freestyle 57kg,3.0,Bronze
4442,1468357,GIMSON John,Male,38,GBR,Great Britain,SAL,Sailing,Mixed Multihull - Nacra 17 Foiling Team,2.0,Silver
4444,1305604,GINES LOPEZ Alberto,Male,18,ESP,Spain,CLB,Sport Climbing,Men's Combined,1.0,Gold
4445,1364394,GINTING Anthony Sinisuka,Male,24,INA,Indonesia,BDM,Badminton,Men's Singles,3.0,Bronze
4453,1348952,GIRDLESTONE Cameron,Male,33,AUS,Australia,ROW,Rowing,Men's Quadruple Sculls Team,3.0,Bronze
4455,1431493,GIREV Ivan,Male,21,ROC,Russia,SWM,Swimming,Men's 4 x 200m Freestyle Relay Team,2.0,Silver
4458,1450573,GIRMA Lamecha,Male,20,ETH,Ethiopia,ATH,Athletics,Men's 3000m Steeplechase,2.0,Silver
4471,1351014,GIUFFRIDA Odette,Female,26,ITA,Italy,JUD,Judo,Women -52 kg,3.0,Bronze
4474,1327870,GJAKOVA Nora,Female,28,KOS,Kosovo,JUD,Judo,Women -57 kg,1.0,Gold
4475,1466636,GKIOUVETSIS Konstantinos,Male,21,GRE,Greece,WPO,Water Polo,Men Team,2.0,Silver
4484,1449681,GLAS Hanna,Female,28,SWE,Sweden,FBL,Football,Women Team,2.0,Silver
4489,1428187,GLAZKOV Nikita,Male,29,ROC,Russia,FEN,Fencing,Men's Épée Team,2.0,Silver
4509,1337854,GOBERT Rudy,Male,29,FRA,France,BKB,Basketball,Men Team,2.0,Silver
4521,1878055,GODWIN Elija,Male,22,USA,United States,ATH,Athletics,4 x 400m Relay Mixed Team,3.0,Bronze
4533,1431703,GOLIADKINA Marina,Female,24,ROC,Russia,SWA,Artistic Swimming,Team,1.0,Gold
4540,1435968,GOLUBEV Valentin,Male,29,ROC,Russia,VVO,Volleyball,Men Team,2.0,Silver
4542,1465761,GOLUBIC Viktorija,Female,28,SUI,Switzerland,TEN,Tennis,Women's Doubles Team,2.0,Silver
4545,1431746,GOMBOEVA Svetlana,Female,23,ROC,Russia,ARC,Archery,Women's Team,2.0,Silver
4550,1314284,GOMEZ ABELLO Aleix,Male,24,ESP,Spain,HBL,Handball,Men Team,3.0,Bronze
4564,1309456,GONG Li,Female,21,CHN,China,KTE,Karate,Women's Kumite +61kg,3.0,Bronze
4565,1304470,GONG Lijiao,Female,32,CHN,China,ATH,Athletics,Women's Shot Put,1.0,Gold
4584,1325915,GONZALEZ LOPEZ Irene,Female,25,ESP,Spain,WPO,Water Polo,Women Team,2.0,Silver
4585,1362718,GONZALEZ Luciano,Male,24,ARG,Argentina,RUG,Rugby Sevens,Men Team,3.0,Bronze
4596,1329220,GONZALEZ Pedri,Male,18,ESP,Spain,FBL,Football,Men Team,2.0,Silver
4603,1328509,GORANOVA Ivet,Female,21,BUL,Bulgaria,KTE,Karate,Women's Kumite -55kg,1.0,Gold
4619,1407697,GORSHKOVA Polina,Female,31,ROC,Russia,HBL,Handball,Women Team,2.0,Silver
4620,1361801,GORZELANY Agustina,Female,25,ARG,Argentina,HOC,Hockey,Women Team,2.0,Silver
4621,1889004,GOSE Anthony,Male,30,USA,United States,BSB,Baseball/Softball,Baseball Team,2.0,Silver
4626,1313712,GOTO Miu,Female,20,JPN,Japan,BSB,Baseball/Softball,Softball Team,1.0,Gold
4631,1401983,GOUGNARD Simon Pierre F,Male,30,BEL,Belgium,HOC,Hockey,Men Team,1.0,Gold
4632,1326482,GOULDING Chris,Male,32,AUS,Australia,BKB,Basketball,Men Team,3.0,Bronze
4634,1483103,GOVERS Blake,Male,25,AUS,Australia,HOC,Hockey,Men Team,2.0,Silver
4638,1462922,GOWLER Jackie,Female,25,NZL,New Zealand,ROW,Rowing,Women's Eight Team,2.0,Silver
4639,1462923,GOWLER Kerri,Female,27,NZL,New Zealand,ROW,Rowing,Women's Pair Team,1.0,Gold
4640,1462923,GOWLER Kerri,Female,27,NZL,New Zealand,ROW,Rowing,Women's Eight Team,2.0,Silver
4642,1341481,GOYARD Thomas,Male,29,FRA,France,SAL,Sailing,Men's Windsurfer - RS:X,2.0,Silver
4643,1330470,GRABOSCH Pauline Sophie,Female,23,GER,Germany,CTR,Cycling Track,Women's Team Sprint Team,2.0,Silver
4645,1326844,GRABOWSKI Jasmin,Female,29,GER,Germany,JUD,Judo,Mixed Team,3.0,Bronze
4648,1351649,GRACA Ricardo,Male,24,BRA,Brazil,FBL,Football,Men Team,1.0,Gold
4652,1357254,GRAEL Martine,Female,30,BRA,Brazil,SAL,Sailing,Women's Skiff - 49er  Team,1.0,Gold
4657,1482864,GRAHAM Alexander,Male,26,AUS,Australia,SWM,Swimming,Men's 4 x 100m Freestyle Relay Team,3.0,Bronze
4658,1482864,GRAHAM Alexander,Male,26,AUS,Australia,SWM,Swimming,Men's 4 x 200m Freestyle Relay Team,3.0,Bronze
4660,1433261,GRAINGER Susanne,Female,30,CAN,Canada,ROW,Rowing,Women's Eight Team,1.0,Gold
4666,1361693,GRANATTO Maria Jose,Female,26,ARG,Argentina,HOC,Hockey,Women Team,2.0,Silver
4667,1361785,GRANATTO Maria Victoria,Female,30,ARG,Argentina,HOC,Hockey,Women Team,2.0,Silver
4676,1451325,GRANT Jerami,Male,27,USA,United States,BKB,Basketball,Men Team,1.0,Gold
4680,1400601,GRASSINEAU Camille,Female,30,FRA,France,RUG,Rugby Sevens,Women Team,2.0,Silver
4685,1347803,GRAY Adeline Maria,Female,30,USA,United States,WRE,Wrestling,Women's Freestyle 76kg,2.0,Silver
4686,1312756,GRAY Allisha,Female,26,USA,United States,BK3,3x3 Basketball,Women Team,1.0,Gold
4687,1312766,GRAY Chelsea,Female,28,USA,United States,BKB,Basketball,Women Team,1.0,Gold
4690,1340615,GREBENNIKOV Jenia,Male,30,FRA,France,VVO,Volleyball,Men Team,1.0,Gold
4692,1312774,GREEN Draymond,Male,31,USA,United States,BKB,Basketball,Men Team,1.0,Gold
4696,1326472,GREEN Josh,Male,20,AUS,Australia,BKB,Basketball,Men Team,3.0,Bronze
4698,1342450,GREEN Thomas,Male,22,AUS,Australia,CSP,Canoe Sprint,Men's Kayak Double 1000m Team,1.0,Gold
4700,1444169,GREENBANK Luke,Male,23,GBR,Great Britain,SWM,Swimming,Men's 200m Backstroke,3.0,Bronze
4701,1444169,GREENBANK Luke,Male,23,GBR,Great Britain,SWM,Swimming,Men's 4 x 100m Medley Relay Team,2.0,Silver
4707,1462925,GREENSLADE Ella,Female,24,NZL,New Zealand,ROW,Rowing,Women's Eight Team,2.0,Silver
4712,1398948,GRENGBO Florian,Male,20,FRA,France,CTR,Cycling Track,Men's Team Sprint Team,3.0,Bronze
4719,1364407,Greysia POLII,Female,33,INA,Indonesia,BDM,Badminton,Women's Doubles Team,1.0,Gold
4727,1387283,GRIGAR Jakub,Male,24,SVK,Slovakia,CSL,Canoe Slalom,Men's Kayak,2.0,Silver
4736,1312761,GRINER Brittney,Female,30,USA,United States,BKB,Basketball,Women Team,1.0,Gold
4742,1426190,GROENEWEGEN Sara,Female,26,CAN,Canada,BSB,Baseball/Softball,Softball Team,3.0,Bronze
4746,1398927,GRONDIN Donavan,Male,20,FRA,France,CTR,Cycling Track,Men's Madison Team,3.0,Bronze
4747,1444690,GROOM Angus,Male,29,GBR,Great Britain,ROW,Rowing,Men's Quadruple Sculls Team,2.0,Silver
4753,1469410,GROSSO Julia,Female,20,CAN,Canada,FBL,Football,Women Team,1.0,Gold
4764,1433263,GRUCHALLA-WESIERSKI Kasia,Female,30,CAN,Canada,ROW,Rowing,Women's Eight Team,1.0,Gold
4765,1340269,GRUDA Sandrine,Female,34,FRA,France,BKB,Basketball,Women Team,3.0,Bronze
4768,1455537,GRZEGORZEWICZ Patryk,Male,19,POL,Poland,ATH,Athletics,4 x 400m Relay Mixed Team,1.0,Gold
4771,1335691,GU Bongil,Male,32,KOR,South Korea,FEN,Fencing,Men's Sabre Team,1.0,Gold
4772,1306086,GU Hong,Female,32,CHN,China,BOX,Boxing,Women's Welter (64-69kg),2.0,Silver
4774,1333572,GUAN Chenchen,Female,16,CHN,China,GAR,Artistic Gymnastics,Women's Balance Beam,1.0,Gold
4777,1314336,GUARDIOLA VILLAPLANA Gedeon,Male,36,ESP,Spain,HBL,Handball,Men Team,3.0,Bronze
4790,1400603,GUERIN Lina,Female,30,FRA,France,RUG,Rugby Sevens,Women Team,2.0,Silver
4796,1401970,GUERY Jerome,Male,41,BEL,Belgium,EQU,Equestrian,Jumping Team,3.0,Bronze
4807,1350422,GUIGOU Michael,Male,39,FRA,France,HBL,Handball,Men Team,1.0,Gold
4808,1351478,GUIMARAES Bruno,Male,23,BRA,Brazil,FBL,Football,Men Team,1.0,Gold
4828,1380680,GUO Li,Female,28,CHN,China,SWA,Artistic Swimming,Team,2.0,Silver
4829,1310283,GUO Linlin,Female,28,CHN,China,ROW,Rowing,Women's Eight Team,3.0,Bronze
4832,1388640,GUO Yufang,Female,22,CHN,China,CTR,Cycling Track,Women's Team Sprint Team,1.0,Gold
4835,1314315,GURBINDO MARTINEZ Eduardo,Male,33,ESP,Spain,HBL,Handball,Men Team,3.0,Bronze
4838,1364477,GURISATTI Greta,Female,25,HUN,Hungary,WPO,Water Polo,Women Team,3.0,Bronze
4840,1454246,GURYEVA Polina,Female,21,TKM,Turkmenistan,WLF,Weightlifting,Women's 59kg,2.0,Silver
4850,1444170,GUY James,Male,25,GBR,Great Britain,SWM,Swimming,Men's 4 x 200m Freestyle Relay Team,1.0,Gold
4851,1444170,GUY James,Male,25,GBR,Great Britain,SWM,Swimming,Men's 4 x 100m Medley Relay Team,2.0,Silver
4852,1444170,GUY James,Male,25,GBR,Great Britain,SWM,Swimming,Mixed 4 x 100m Medley Relay Team,1.0,Gold
4853,1351043,GUYART Astrid,Female,38,FRA,France,FEN,Fencing,Women's Foil Team,2.0,Silver
4858,1444098,GUZMAN Jeison,Male,22,DOM,Dominican Republic,BSB,Baseball/Softball,Baseball Team,3.0,Bronze
4865,1364480,GYONGYOSSY Aniko,Female,31,HUN,Hungary,WPO,Water Polo,Women Team,3.0,Bronze
4898,1404312,HAFNAOUI Ahmed,Male,18,TUN,Tunisia,SWM,Swimming,Men's 400m Freestyle,1.0,Gold
4937,1315330,HAMADA Shori,Female,30,JPN,Japan,JUD,Judo,Women -78 kg,1.0,Gold
4938,1315330,HAMADA Shori,Female,30,JPN,Japan,JUD,Judo,Mixed Team,2.0,Silver
4946,1483645,HAMEDI Tareg,Male,23,KSA,Saudi Arabia,KTE,Karate,Men's Kumite +75kg,2.0,Silver
4974,1298750,HANCOCK Micha,Female,28,USA,United States,VVO,Volleyball,Women Team,1.0,Gold
4976,1335413,HANCOCK Vincent,Male,32,USA,United States,SHO,Shooting,Skeet Men,1.0,Gold
4983,1366749,HANSEN Jesper,Male,40,DEN,Denmark,SHO,Shooting,Skeet Men,2.0,Silver
4986,1367065,HANSEN Johan,Male,27,DEN,Denmark,HBL,Handball,Men Team,2.0,Silver
4987,1366655,HANSEN Lasse Norman,Male,29,DEN,Denmark,CTR,Cycling Track,Men's Team Pursuit Team,2.0,Silver
4989,1366655,HANSEN Lasse Norman,Male,29,DEN,Denmark,CTR,Cycling Track,Men's Madison Team,1.0,Gold
4990,1390780,HANSEN Mikkel,Male,33,DEN,Denmark,HBL,Handball,Men Team,2.0,Silver
5014,1313725,HARADA Nodoka,Female,29,JPN,Japan,BSB,Baseball/Softball,Softball Team,1.0,Gold
5015,1364566,HARAI Balazs,Male,34,HUN,Hungary,WPO,Water Polo,Men Team,3.0,Bronze
5016,1320563,HARALABIDIS Stephanie,Female,26,USA,United States,WPO,Water Polo,Women Team,1.0,Gold
5018,1315335,HARASAWA Hisayoshi,Male,29,JPN,Japan,JUD,Judo,Mixed Team,2.0,Silver
5022,1348956,HARGREAVES Jack,Male,28,AUS,Australia,ROW,Rowing,Men's Four Team,1.0,Gold
5025,1316120,HARIMOTO Tomokazu,Male,18,JPN,Japan,TTE,Table Tennis,Men's Team,3.0,Bronze
5028,1289049,HARNASKO Alina,Female,19,BLR,Belarus,GRY,Rhythmic Gymnastics,Individual All-Around,3.0,Bronze
5029,1281817,HARRINGTON Kellie Anne,Female,31,IRL,Ireland,BOX,Boxing,Women's Light (57-60kg),1.0,Gold
5034,1482907,HARRIS Meg,Female,19,AUS,Australia,SWM,Swimming,Women's 4 x 100m Freestyle Relay Team,1.0,Gold
5035,1482907,HARRIS Meg,Female,19,AUS,Australia,SWM,Swimming,Women's 4 x 200m Freestyle Relay Team,3.0,Bronze
5039,1469657,HARRISON Kendra,Female,28,USA,United States,ATH,Athletics,Women's 100m Hurdles,2.0,Silver
5040,1335386,HARRISON Nevin,Female,19,USA,United States,CSP,Canoe Sprint,Women's Canoe Single 200m,1.0,Gold
5042,1426193,HARSHMAN Kelsey,Female,24,CAN,Canada,BSB,Baseball/Softball,Softball Team,3.0,Bronze
5043,1327826,HARSPATAKI Karoly Gabor,Male,25,HUN,Hungary,KTE,Karate,Men's Kumite -75kg,3.0,Bronze
5062,1318265,HASHIMOTO Daiki,Male,19,JPN,Japan,GAR,Artistic Gymnastics,Men's All-Around,1.0,Gold
5068,1318265,HASHIMOTO Daiki,Male,19,JPN,Japan,GAR,Artistic Gymnastics,Men's Horizontal Bar,1.0,Gold
5069,1318265,HASHIMOTO Daiki,Male,19,JPN,Japan,GAR,Artistic Gymnastics,Men's Team,2.0,Silver
5078,1476183,HASSAN Sifan,Female,28,NED,Netherlands,ATH,Athletics,Women's 1500m,3.0,Bronze
5079,1476183,HASSAN Sifan,Female,28,NED,Netherlands,ATH,Athletics,Women's 5000m,1.0,Gold
5080,1476183,HASSAN Sifan,Female,28,NED,Netherlands,ATH,Athletics,"Women's 10,000m",1.0,Gold
5105,1419400,HAUGHEY Siobhan Bernadette,Female,23,HKG,"Hong Kong, China",SWM,Swimming,Women's 100m Freestyle,2.0,Silver
5106,1419400,HAUGHEY Siobhan Bernadette,Female,23,HKG,"Hong Kong, China",SWM,Swimming,Women's 200m Freestyle,2.0,Silver
5111,1320561,HAUSCHILD Paige,Female,21,USA,United States,WPO,Water Polo,Women Team,1.0,Gold
5113,1350630,HAUSDING Patrick,Male,32,GER,Germany,DIV,Diving,Men's Synchronised 3m Springboard Team,3.0,Bronze
5132,1313626,HAYASHI Saki,Female,26,JPN,Japan,BKB,Basketball,Women Team,2.0,Silver
5141,1458808,HAYES Quanera,Female,29,USA,United States,ATH,Athletics,Women's 4 x 400m Relay Team,1.0,Gold
5144,1474952,HAYTER Ethan,Male,22,GBR,Great Britain,CTR,Cycling Track,Men's Madison Team,2.0,Silver
5145,1483110,HAYWARD Jeremy Thomas,Male,28,AUS,Australia,HOC,Hockey,Men Team,2.0,Silver
5148,1426191,HAYWARD Victoria,Female,29,CAN,Canada,BSB,Baseball/Softball,Softball Team,3.0,Bronze
